City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
0,Rikitea,PF,-23.1203,-134.9692,77.97,72,97,11.07,light rain
1,Ciudad Guayana,VE,8.3533,-62.6528,83.52,67,41,7.0,scattered clouds
2,Punta Arenas,CL,-53.15,-70.9167,51.91,43,0,10.36,clear sky
3,Qaanaaq,GL,77.484,-69.3632,-7.37,61,96,8.88,overcast clouds
4,Kapaa,US,22.0752,-159.319,66.18,88,0,6.91,clear sky
5,Cape Town,ZA,-33.9258,18.4232,73.81,49,0,8.01,clear sky
6,Serenje,ZM,-13.2325,30.2352,61.12,98,100,7.63,overcast clouds
7,Busselton,AU,-33.65,115.3333,74.08,73,0,6.46,clear sky
8,Provideniya,RU,64.3833,-173.3,-0.42,65,7,15.08,clear sky
9,Bambous Virieux,MU,-20.3428,57.7575,80.22,94,75,17.27,light rain
10,Praya,CV,14.9215,-23.5087,84.74,32,0,18.41,clear sky
11,New Norfolk,AU,-42.7826,147.0587,58.91,72,81,1.77,broken clouds
12,Naze,JP,28.3667,129.4833,52.56,58,97,16.69,overcast clouds
13,Shahapur,IN,19.45,73.3333,74.68,56,2,2.91,clear sky
14,Butaritari,KI,3.0707,172.7902,82.02,75,11,17.0,light rain
15,Tuktoyaktuk,CA,69.4541,-133.0374,-25.6,68,20,8.05,few clouds
16,Paamiut,GL,61.994,-49.6678,7.79,70,100,14.25,overcast clouds
17,Tromso,NO,69.6496,18.957,21.22,73,75,28.77,broken clouds
18,Palmer,US,42.1584,-72.3287,36.21,100,100,5.75,mist
19,Saskylakh,RU,71.9167,114.0833,-8.19,99,100,4.21,light snow
20,Pevek,RU,69.7008,170.3133,-24.12,100,94,3.91,overcast clouds
21,Calderitas,MX,18.55,-88.25,82.51,83,40,0.0,scattered clouds
22,Souillac,MU,-20.5167,57.5167,80.37,94,75,17.27,light rain
23,Rawson,AR,-43.3002,-65.1023,62.89,82,75,13.8,moderate rain
24,Fougamou,GA,-1.2154,10.5838,82.02,76,76,0.65,light rain
25,Rio Verde De Mato Grosso,BR,-18.9181,-54.8442,86.23,61,64,10.09,broken clouds
26,Ukiah,US,39.1502,-123.2078,50.38,78,0,0.0,clear sky
27,Nautla,MX,20.2167,-96.7833,55.92,92,100,17.16,overcast clouds
28,Hermanus,ZA,-34.4187,19.2345,78.91,53,7,23.02,clear sky
29,Nikolskoye,RU,59.7035,30.7861,19.29,96,82,6.89,broken clouds
30,Sao Mateus Do Sul,BR,-25.8742,-50.3828,68.25,98,100,5.86,light rain
31,Mehamn,NO,71.0357,27.8492,15.98,79,100,26.66,overcast clouds
32,Asau,RO,46.4333,26.4,41.4,81,90,5.44,overcast clouds
33,Hofn,IS,64.2539,-15.2082,32.02,55,20,23.02,few clouds
34,Aguimes,ES,27.9054,-15.4461,69.66,60,0,11.5,clear sky
35,Upernavik,GL,72.7868,-56.1549,4.84,96,100,4.16,overcast clouds
36,Salalah,OM,17.0151,54.0924,77.09,61,0,5.75,clear sky
37,Ancud,CL,-41.8697,-73.8203,63.43,74,86,5.41,overcast clouds
38,Marrakesh,MA,31.6315,-8.0083,78.87,21,0,4.61,clear sky
39,Yellowknife,CA,62.456,-114.3525,-33.72,73,20,2.3,few clouds
40,Almaty,KZ,43.25,76.95,24.71,93,100,4.47,mist
41,Tiksi,RU,71.6872,128.8694,-19.68,99,98,6.67,overcast clouds
42,Dubbo,AU,-32.25,148.6167,55.53,82,0,8.05,clear sky
43,Nakamura,JP,32.9833,132.9333,36.14,76,21,7.7,few clouds
44,Constitucion,CL,-35.3333,-72.4167,68.67,69,11,9.13,few clouds
45,Atuona,PF,-9.8,-139.0333,78.37,75,11,16.46,few clouds
46,Lalpur,IN,22.2,69.9667,67.64,48,0,8.7,clear sky
47,Itanhaem,BR,-24.1831,-46.7889,91.26,76,100,2.19,overcast clouds
48,Kaseda,JP,31.4167,130.3167,39.85,69,82,21.12,broken clouds
49,Wittenberge,DE,53.0,11.75,48.04,82,100,4.0,overcast clouds
50,Puerto Ayora,EC,-0.7393,-90.3518,78.76,92,33,4.0,scattered clouds
51,Maniitsoq,GL,65.4167,-52.9,5.97,81,100,14.16,light snow
52,Torbay,CA,47.6666,-52.7314,34.75,95,100,16.11,mist
53,Hobart,AU,-42.8794,147.3294,59.25,85,100,5.75,overcast clouds
54,Luderitz,NA,-26.6481,15.1594,76.26,59,3,15.64,clear sky
55,Raudeberg,NO,61.9875,5.1352,35.38,92,100,11.99,snow
56,Rajbiraj,NP,26.5333,86.75,56.25,88,100,10.85,overcast clouds
57,Mar Del Plata,AR,-38.0023,-57.5575,75.22,93,75,10.0,broken clouds
58,Normandin,CA,48.8333,-72.5321,-10.89,58,5,9.22,clear sky
59,Bethel,US,41.3712,-73.414,38.5,92,100,1.99,moderate rain
60,Jiangyou,CN,31.7667,104.7167,45.46,74,100,0.83,overcast clouds
61,Karratha,AU,-20.7377,116.8463,86.0,66,90,6.71,overcast clouds
62,Vaini,TO,-21.2,-175.2,79.84,84,100,20.33,light rain
63,Wanaka,NZ,-44.7,169.15,50.11,93,100,5.91,overcast clouds
64,Livny,RU,52.4253,37.6069,12.15,95,20,7.72,few clouds
65,Caucaia,BR,-3.7361,-38.6531,87.08,83,75,12.66,broken clouds
66,Mayo,US,38.8876,-76.5119,52.95,95,100,10.36,light rain
67,Bluff,NZ,-46.6,168.3333,49.8,66,66,10.8,broken clouds
68,Aberdeen,GB,57.1437,-2.0981,37.49,88,20,11.5,light rain
69,Tianpeng,CN,30.9866,103.9393,43.27,84,98,2.04,overcast clouds
70,Mataura,NZ,-46.1927,168.8643,49.48,99,100,1.83,overcast clouds
71,Arraial Do Cabo,BR,-22.9661,-42.0278,85.96,78,40,17.27,scattered clouds
72,Sakakah,SA,29.9697,40.2064,58.57,38,35,6.96,scattered clouds
73,Esperance,AU,-33.8667,121.9,66.04,74,0,16.2,clear sky
74,Bengkulu,ID,-3.8004,102.2655,73.89,97,100,7.27,overcast clouds
75,Ribeira Grande,PT,38.5167,-28.7,63.0,77,40,18.41,scattered clouds
76,Hengshan,CN,45.2,130.9167,-8.37,92,44,5.08,scattered clouds
77,Pangnirtung,CA,66.1451,-65.7125,-14.8,70,75,13.8,broken clouds
78,Chokurdakh,RU,70.6333,147.9167,-30.46,100,55,1.3,broken clouds
79,North Platte,US,41.1239,-100.7654,24.33,60,0,1.99,clear sky
80,Kyren,RU,51.6828,102.1408,1.71,87,40,1.7,scattered clouds
81,Sidvokodvo,SZ,-26.6282,31.4202,78.46,88,94,10.07,light rain
82,Ushuaia,AR,-54.8,-68.3,49.66,50,0,17.27,clear sky
83,Aleksandrovskoye,RU,44.7142,43.0008,35.74,97,100,12.71,light rain
84,Victoria,HK,22.2855,114.1577,57.33,72,7,1.01,clear sky
